,Cancer Sites,Age Group Code,Sex,Race,Year,Count,Population,Rate
307,All Cancer Sites Combined,75-79,Female,Black or African American,2005.0,434.0,23467.0,1849.4
308,All Cancer Sites Combined,75-79,Female,Black or African American,2006.0,396.0,23386.0,1693.3
309,All Cancer Sites Combined,75-79,Female,Black or African American,2007.0,399.0,23391.0,1705.8
310,All Cancer Sites Combined,75-79,Female,Black or African American,2008.0,441.0,23504.0,1876.3
311,All Cancer Sites Combined,75-79,Female,Black or African American,2009.0,461.0,24380.0,1890.9
312,All Cancer Sites Combined,75-79,Female,Black or African American,2010.0,445.0,24860.0,1790.0
313,All Cancer Sites Combined,75-79,Female,Black or African American,2011.0,491.0,25779.0,1904.7
314,All Cancer Sites Combined,75-79,Male,Black or African American,1999.0,533.0,14739.0,3616.3
315,All Cancer Sites Combined,75-79,Male,Black or African American,2000.0,490.0,15053.0,3255.2
316,All Cancer Sites Combined,75-79,Male,Black or African American,2001.0,514.0,15208.0,3379.8
317,All Cancer Sites Combined,75-79,Male,Black or African American,2002.0,509.0,15283.0,3330.5
318,All Cancer Sites Combined,75-79,Male,Black or African American,2003.0,478.0,15399.0,3104.1
319,All Cancer Sites Combined,75-79,Male,Black or African American,2004.0,460.0,15283.0,3009.9
320,All Cancer Sites Combined,75-79,Male,Black or African American,2005.0,506.0,15616.0,3240.3
321,All Cancer Sites Combined,75-79,Male,Black or African American,2006.0,442.0,15804.0,2796.8
322,All Cancer Sites Combined,75-79,Male,Black or African American,2007.0,490.0,16079.0,3047.5
323,All Cancer Sites Combined,75-79,Male,Black or African American,2008.0,517.0,16694.0,3096.9
324,All Cancer Sites Combined,75-79,Male,Black or African American,2009.0,522.0,17322.0,3013.5
325,All Cancer Sites Combined,75-79,Male,Black or African American,2010.0,472.0,18076.0,2611.2
326,All Cancer Sites Combined,75-79,Male,Black or African American,2011.0,457.0,19116.0,2390.7
327,All Cancer Sites Combined,80-84,Female,Black or African American,1999.0,260.0,14713.0,1767.1
328,All Cancer Sites Combined,80-84,Female,Black or African American,2000.0,298.0,15138.0,1968.6
329,All Cancer Sites Combined,80-84,Female,Black or African American,2001.0,304.0,15566.0,1953.0
330,All Cancer Sites Combined,80-84,Female,Black or African American,2002.0,286.0,15925.0,1795.9
331,All Cancer Sites Combined,80-84,Female,Black or African American,2003.0,328.0,16230.0,2020.9
332,All Cancer Sites Combined,80-84,Female,Black or African American,2004.0,334.0,16518.0,2022.0
333,All Cancer Sites Combined,80-84,Female,Black or African American,2005.0,351.0,16797.0,2089.7
334,All Cancer Sites Combined,80-84,Female,Black or African American,2006.0,325.0,16954.0,1917.0
335,All Cancer Sites Combined,80-84,Female,Black or African American,2007.0,310.0,17127.0,1810.0
336,All Cancer Sites Combined,80-84,Female,Black or African American,2008.0,363.0,17175.0,2113.5
337,All Cancer Sites Combined,80-84,Female,Black or African American,2009.0,323.0,17422.0,1854.0
338,All Cancer Sites Combined,80-84,Female,Black or African American,2010.0,311.0,17818.0,1745.4
339,All Cancer Sites Combined,80-84,Female,Black or African American,2011.0,303.0,18108.0,1673.3
340,All Cancer Sites Combined,80-84,Male,Black or African American,1999.0,269.0,7947.0,3384.9
341,All Cancer Sites Combined,80-84,Male,Black or African American,2000.0,302.0,8255.0,3658.4
342,All Cancer Sites Combined,80-84,Male,Black or African American,2001.0,295.0,8628.0,3419.1
343,All Cancer Sites Combined,80-84,Male,Black or African American,2002.0,306.0,8976.0,3409.1
344,All Cancer Sites Combined,80-84,Male,Black or African American,2003.0,325.0,9341.0,3479.3
345,All Cancer Sites Combined,80-84,Male,Black or African American,2004.0,309.0,9588.0,3222.8
346,All Cancer Sites Combined,80-84,Male,Black or African American,2005.0,358.0,9767.0,3665.4
347,All Cancer Sites Combined,80-84,Male,Black or African American,2006.0,281.0,9766.0,2877.3
348,All Cancer Sites Combined,80-84,Male,Black or African American,2007.0,301.0,9999.0,3010.3
349,All Cancer Sites Combined,80-84,Male,Black or African American,2008.0,300.0,10065.0,2980.6
350,All Cancer Sites Combined,80-84,Male,Black or African American,2009.0,303.0,10106.0,2998.2
351,All Cancer Sites Combined,80-84,Male,Black or African American,2010.0,310.0,10515.0,2948.2
352,All Cancer Sites Combined,80-84,Male,Black or African American,2011.0,297.0,10859.0,2735.1
353,All Cancer Sites Combined,85+,Female,Black or African American,1999.0,257.0,13734.0,1871.3
354,All Cancer Sites Combined,85+,Female,Black or African American,2000.0,259.0,14274.0,1814.5
355,All Cancer Sites Combined,85+,Female,Black or African American,2001.0,289.0,14327.0,2017.2
356,All Cancer Sites Combined,85+,Female,Black or African American,2002.0,257.0,14505.0,1771.8
357,All Cancer Sites Combined,85+,Female,Black or African American,2003.0,305.0,14783.0,2063.2
358,All Cancer Sites Combined,85+,Female,Black or African American,2004.0,345.0,14824.0,2327.3
359,All Cancer Sites Combined,85+,Female,Black or African American,2005.0,326.0,15563.0,2094.7
360,All Cancer Sites Combined,85+,Female,Black or African American,2006.0,320.0,15862.0,2017.4
361,All Cancer Sites Combined,85+,Female,Black or African American,2007.0,340.0,16452.0,2066.6
362,All Cancer Sites Combined,85+,Female,Black or African American,2008.0,337.0,16894.0,1994.8
363,All Cancer Sites Combined,85+,Female,Black or African American,2009.0,318.0,17828.0,1783.7
364,All Cancer Sites Combined,85+,Female,Black or African American,2010.0,363.0,18799.0,1931.0
365,All Cancer Sites Combined,85+,Female,Black or African American,2011.0,352.0,19494.0,1805.7
366,All Cancer Sites Combined,85+,Male,Black or African American,1999.0,194.0,5377.0,3608.0
367,All Cancer Sites Combined,85+,Male,Black or African American,2000.0,162.0,5565.0,2911.1
368,All Cancer Sites Combined,85+,Male,Black or African American,2001.0,179.0,5505.0,3251.6
369,All Cancer Sites Combined,85+,Male,Black or African American,2002.0,195.0,5580.0,3494.6
370,All Cancer Sites Combined,85+,Male,Black or African American,2003.0,181.0,5726.0,3161.0
371,All Cancer Sites Combined,85+,Male,Black or African American,2004.0,212.0,5921.0,3580.5
372,All Cancer Sites Combined,85+,Male,Black or African American,2005.0,183.0,6368.0,2873.7
373,All Cancer Sites Combined,85+,Male,Black or African American,2006.0,193.0,6641.0,2906.2
374,All Cancer Sites Combined,85+,Male,Black or African American,2007.0,209.0,7043.0,2967.5
375,All Cancer Sites Combined,85+,Male,Black or African American,2008.0,236.0,7474.0,3157.6
376,All Cancer Sites Combined,85+,Male,Black or African American,2009.0,233.0,8002.0,2911.8
377,All Cancer Sites Combined,85+,Male,Black or African American,2010.0,214.0,8478.0,2524.2
378,All Cancer Sites Combined,85+,Male,Black or African American,2011.0,216.0,8883.0,2431.6
379,Oral Cavity and Pharynx,45-49,Male,Black or African American,2000.0,18.0,78868.0,22.8
380,Oral Cavity and Pharynx,45-49,Male,Black or African American,2001.0,18.0,81741.0,22.0
381,Oral Cavity and Pharynx,45-49,Male,Black or African American,2002.0,17.0,85189.0,20.0
382,Oral Cavity and Pharynx,45-49,Male,Black or African American,2003.0,16.0,88866.0,18.0
383,Oral Cavity and Pharynx,45-49,Male,Black or African American,2004.0,16.0,91336.0,17.5
384,Oral Cavity and Pharynx,45-49,Male,Black or African American,2010.0,16.0,98858.0,16.2
385,Oral Cavity and Pharynx,50-54,Male,Black or African American,1999.0,25.0,57998.0,43.1
386,Oral Cavity and Pharynx,50-54,Male,Black or African American,2000.0,25.0,62253.0,40.2
387,Oral Cavity and Pharynx,50-54,Male,Black or African American,2001.0,19.0,66731.0,28.5
388,Oral Cavity and Pharynx,50-54,Male,Black or African American,2002.0,17.0,68989.0,24.6
389,Oral Cavity and Pharynx,50-54,Male,Black or African American,2003.0,26.0,71025.0,36.6
390,Oral Cavity and Pharynx,50-54,Male,Black or African American,2004.0,24.0,73700.0,32.6
391,Oral Cavity and Pharynx,50-54,Male,Black or African American,2005.0,23.0,76368.0,30.1
392,Oral Cavity and Pharynx,50-54,Male,Black or African American,2007.0,19.0,82841.0,22.9
393,Oral Cavity and Pharynx,50-54,Male,Black or African American,2008.0,35.0,86698.0,40.4
394,Oral Cavity and Pharynx,50-54,Male,Black or African American,2009.0,26.0,89649.0,29.0
395,Oral Cavity and Pharynx,50-54,Male,Black or African American,2010.0,26.0,92770.0,28.0
396,Oral Cavity and Pharynx,50-54,Male,Black or African American,2011.0,20.0,94303.0,21.2
397,Oral Cavity and Pharynx,55-59,Male,Black or African American,1999.0,18.0,43139.0,41.7
398,Oral Cavity and Pharynx,55-59,Male,Black or African American,2000.0,16.0,44156.0,36.2
399,Oral Cavity and Pharynx,55-59,Male,Black or African American,2002.0,24.0,48449.0,49.5
400,Oral Cavity and Pharynx,55-59,Male,Black or African American,2003.0,26.0,51786.0,50.2
401,Oral Cavity and Pharynx,55-59,Male,Black or African American,2004.0,27.0,54861.0,49.2
402,Oral Cavity and Pharynx,55-59,Male,Black or African American,2005.0,26.0,58982.0,44.1
403,Oral Cavity and Pharynx,55-59,Male,Black or African American,2006.0,32.0,62903.0,50.9
404,Oral Cavity and Pharynx,55-59,Male,Black or African American,2007.0,24.0,64675.0,37.1
405,Oral Cavity and Pharynx,55-59,Male,Black or African American,2008.0,28.0,66449.0,42.1
406,Oral Cavity and Pharynx,55-59,Male,Black or African American,2009.0,27.0,69231.0,39.0
407,Oral Cavity and Pharynx,55-59,Male,Black or African American,2010.0,24.0,72115.0,33.3
408,Oral Cavity and Pharynx,55-59,Male,Black or African American,2011.0,19.0,74881.0,25.4
409,Oral Cavity and Pharynx,60-64,Male,Black or African American,1999.0,21.0,35939.0,58.4
410,Oral Cavity and Pharynx,60-64,Male,Black or African American,2000.0,21.0,36897.0,56.9
411,Oral Cavity and Pharynx,60-64,Male,Black or African American,2001.0,24.0,37322.0,64.3
412,Oral Cavity and Pharynx,60-64,Male,Black or African American,2002.0,16.0,37958.0,42.2
413,Oral Cavity and Pharynx,60-64,Male,Black or African American,2003.0,16.0,38768.0,41.3
414,Oral Cavity and Pharynx,60-64,Male,Black or African American,2005.0,21.0,40609.0,51.7
415,Oral Cavity and Pharynx,60-64,Male,Black or African American,2007.0,20.0,43615.0,45.9
416,Oral Cavity and Pharynx,60-64,Male,Black or African American,2008.0,20.0,46646.0,42.9
417,Oral Cavity and Pharynx,60-64,Male,Black or African American,2009.0,21.0,49515.0,42.4
418,Oral Cavity and Pharynx,60-64,Male,Black or African American,2010.0,25.0,53720.0,46.5
419,Oral Cavity and Pharynx,60-64,Male,Black or African American,2011.0,22.0,56934.0,38.6
420,Oral Cavity and Pharynx,65-69,Male,Black or African American,2000.0,22.0,28137.0,78.2
421,Oral Cavity and Pharynx,65-69,Male,Black or African American,2001.0,16.0,29423.0,54.4
422,Oral Cavity and Pharynx,65-69,Male,Black or African American,2002.0,17.0,30583.0,55.6
423,Oral Cavity and Pharynx,65-69,Male,Black or African American,2003.0,20.0,31540.0,63.4
424,Oral Cavity and Pharynx,65-69,Male,Black or African American,2004.0,18.0,32243.0,55.8
425,Oral Cavity and Pharynx,65-69,Male,Black or African American,2008.0,16.0,33272.0,48.1
426,Oral Cavity and Pharynx,65-69,Male,Black or African American,2010.0,20.0,35557.0,56.2
427,Oral Cavity and Pharynx,70-74,Male,Black or African American,2005.0,19.0,23905.0,79.5
428,Oral Cavity and Pharynx,70-74,Male,Black or African American,2011.0,19.0,27524.0,69.0
429,Digestive System,35-39,Female,Black or African American,1999.0,17.0,110329.0,15.4
430,Digestive System,35-39,Female,Black or African American,2006.0,16.0,97122.0,16.5
431,Digestive System,35-39,Female,Black or African American,2010.0,18.0,87851.0,20.5
432,Digestive System,35-39,Male,Black or African American,1999.0,16.0,108271.0,14.8
433,Digestive System,35-39,Male,Black or African American,2000.0,19.0,106704.0,17.8
434,Digestive System,35-39,Male,Black or African American,2001.0,22.0,105002.0,21.0
435,Digestive System,35-39,Male,Black or African American,2005.0,21.0,95615.0,22.0
436,Digestive System,35-39,Male,Black or African American,2007.0,20.0,92879.0,21.5
437,Digestive System,35-39,Male,Black or African American,2011.0,16.0,83464.0,19.2
438,Digestive System,40-44,Female,Black or African American,1999.0,20.0,99538.0,20.1
439,Digestive System,40-44,Female,Black or African American,2000.0,27.0,101894.0,26.5
440,Digestive System,40-44,Female,Black or African American,2001.0,26.0,104080.0,25.0
441,Digestive System,40-44,Female,Black or African American,2002.0,29.0,105209.0,27.6
442,Digestive System,40-44,Female,Black or African American,2003.0,34.0,106011.0,32.1
443,Digestive System,40-44,Female,Black or African American,2004.0,25.0,106278.0,23.5
444,Digestive System,40-44,Female,Black or African American,2005.0,23.0,104840.0,21.9
445,Digestive System,40-44,Female,Black or African American,2006.0,19.0,102595.0,18.5
446,Digestive System,40-44,Female,Black or African American,2007.0,31.0,99486.0,31.2
447,Digestive System,40-44,Female,Black or African American,2008.0,16.0,96771.0,16.5
448,Digestive System,40-44,Female,Black or African American,2009.0,38.0,94368.0,40.3
449,Digestive System,40-44,Female,Black or African American,2010.0,26.0,93906.0,27.7
450,Digestive System,40-44,Female,Black or African American,2011.0,19.0,93705.0,20.3
451,Digestive System,40-44,Male,Black or African American,1999.0,30.0,96789.0,31.0
452,Digestive System,40-44,Male,Black or African American,2000.0,34.0,99191.0,34.3
453,Digestive System,40-44,Male,Black or African American,2001.0,42.0,101362.0,41.4
454,Digestive System,40-44,Male,Black or African American,2002.0,28.0,102671.0,27.3
455,Digestive System,40-44,Male,Black or African American,2003.0,33.0,103267.0,32.0
456,Digestive System,40-44,Male,Black or African American,2004.0,33.0,103597.0,31.9
457,Digestive System,40-44,Male,Black or African American,2005.0,31.0,102518.0,30.2
458,Digestive System,40-44,Male,Black or African American,2006.0,37.0,100728.0,36.7
459,Digestive System,40-44,Male,Black or African American,2007.0,39.0,97873.0,39.8
460,Digestive System,40-44,Male,Black or African American,2008.0,33.0,95604.0,34.5
461,Digestive System,40-44,Male,Black or African American,2009.0,29.0,93187.0,31.1
462,Digestive System,40-44,Male,Black or African American,2010.0,28.0,92623.0,30.2
463,Digestive System,40-44,Male,Black or African American,2011.0,30.0,92124.0,32.6
464,Digestive System,45-49,Female,Black or African American,1999.0,39.0,81491.0,47.9
465,Digestive System,45-49,Female,Black or African American,2000.0,33.0,84168.0,39.2
466,Digestive System,45-49,Female,Black or African American,2001.0,61.0,86492.0,70.5
467,Digestive System,45-49,Female,Black or African American,2002.0,45.0,89914.0,50.0
468,Digestive System,45-49,Female,Black or African American,2003.0,52.0,92716.0,56.1
469,Digestive System,45-49,Female,Black or African American,2004.0,38.0,95274.0,39.9
470,Digestive System,45-49,Female,Black or African American,2005.0,59.0,97997.0,60.2
471,Digestive System,45-49,Female,Black or African American,2006.0,64.0,99674.0,64.2
472,Digestive System,45-49,Female,Black or African American,2007.0,55.0,100485.0,54.7
473,Digestive System,45-49,Female,Black or African American,2008.0,43.0,101000.0,42.6
474,Digestive System,45-49,Female,Black or African American,2009.0,67.0,101325.0,66.1
475,Digestive System,45-49,Female,Black or African American,2010.0,50.0,100574.0,49.7
476,Digestive System,45-49,Female,Black or African American,2011.0,56.0,98733.0,56.7
477,Digestive System,45-49,Male,Black or African American,1999.0,54.0,75947.0,71.1
478,Digestive System,45-49,Male,Black or African American,2000.0,70.0,78868.0,88.8
479,Digestive System,45-49,Male,Black or African American,2001.0,57.0,81741.0,69.7
480,Digestive System,45-49,Male,Black or African American,2002.0,51.0,85189.0,59.9
481,Digestive System,45-49,Male,Black or African American,2003.0,71.0,88866.0,79.9
482,Digestive System,45-49,Male,Black or African American,2004.0,67.0,91336.0,73.4
483,Digestive System,45-49,Male,Black or African American,2005.0,76.0,94235.0,80.6
