,Leading Cancer Sites,Leading Cancer Sites Code,Age Group Code,Sex,Race,Year,Count,Population,Rate
315,All Sites Combined,00,55-59,Female,Black or African American,2003.0,6792.0,851161.0,798.0
316,All Sites Combined,00,55-59,Female,Black or African American,2004.0,7425.0,934852.0,794.2
317,All Sites Combined,00,55-59,Female,Black or African American,2005.0,7807.0,1005724.0,776.3
318,All Sites Combined,00,55-59,Female,Black or African American,2006.0,8454.0,1080259.0,782.6
319,All Sites Combined,00,55-59,Female,Black or African American,2007.0,8640.0,1121442.0,770.4
320,All Sites Combined,00,55-59,Female,Black or African American,2008.0,9115.0,1162262.0,784.2
321,All Sites Combined,00,55-59,Female,Black or African American,2009.0,9518.0,1205624.0,789.5
322,All Sites Combined,00,55-59,Female,Black or African American,2010.0,9805.0,1247827.0,785.8
323,All Sites Combined,00,55-59,Female,Black or African American,2011.0,9913.0,1283690.0,772.2
324,All Sites Combined,00,55-59,Male,Black or African American,1999.0,6990.0,509723.0,1371.3
325,All Sites Combined,00,55-59,Male,Black or African American,2000.0,7538.0,550275.0,1369.9
326,All Sites Combined,00,55-59,Male,Black or African American,2001.0,7587.0,540360.0,1404.1
327,All Sites Combined,00,55-59,Male,Black or African American,2002.0,8226.0,605841.0,1357.8
328,All Sites Combined,00,55-59,Male,Black or African American,2003.0,9640.0,711074.0,1355.7
329,All Sites Combined,00,55-59,Male,Black or African American,2004.0,10312.0,783212.0,1316.6
330,All Sites Combined,00,55-59,Male,Black or African American,2005.0,10945.0,846841.0,1292.5
331,All Sites Combined,00,55-59,Male,Black or African American,2006.0,11696.0,910675.0,1284.3
332,All Sites Combined,00,55-59,Male,Black or African American,2007.0,12443.0,943929.0,1318.2
333,All Sites Combined,00,55-59,Male,Black or African American,2008.0,12869.0,979107.0,1314.4
334,All Sites Combined,00,55-59,Male,Black or African American,2009.0,13114.0,1017966.0,1288.3
335,All Sites Combined,00,55-59,Male,Black or African American,2010.0,13056.0,1057577.0,1234.5
336,All Sites Combined,00,55-59,Male,Black or African American,2011.0,13113.0,1091030.0,1201.9
337,All Sites Combined,00,60-64,Female,Black or African American,1999.0,5359.0,516783.0,1037.0
338,All Sites Combined,00,60-64,Female,Black or African American,2000.0,5588.0,551823.0,1012.6
339,All Sites Combined,00,60-64,Female,Black or African American,2001.0,5497.0,534368.0,1028.7
340,All Sites Combined,00,60-64,Female,Black or African American,2002.0,6034.0,573055.0,1053.0
341,All Sites Combined,00,60-64,Female,Black or African American,2003.0,6900.0,656019.0,1051.8
342,All Sites Combined,00,60-64,Female,Black or African American,2004.0,7300.0,697668.0,1046.3
343,All Sites Combined,00,60-64,Female,Black or African American,2005.0,7531.0,717983.0,1048.9
344,All Sites Combined,00,60-64,Female,Black or African American,2006.0,7818.0,743039.0,1052.2
345,All Sites Combined,00,60-64,Female,Black or African American,2007.0,8381.0,793799.0,1055.8
346,All Sites Combined,00,60-64,Female,Black or African American,2008.0,8732.0,842295.0,1036.7
347,All Sites Combined,00,60-64,Female,Black or African American,2009.0,9665.0,903218.0,1070.1
348,All Sites Combined,00,60-64,Female,Black or African American,2010.0,9941.0,973553.0,1021.1
349,All Sites Combined,00,60-64,Female,Black or African American,2011.0,10908.0,1036812.0,1052.1
350,All Sites Combined,00,60-64,Male,Black or African American,1999.0,8418.0,406565.0,2070.5
351,All Sites Combined,00,60-64,Male,Black or African American,2000.0,8978.0,437450.0,2052.3
352,All Sites Combined,00,60-64,Male,Black or African American,2001.0,8874.0,423771.0,2094.1
353,All Sites Combined,00,60-64,Male,Black or African American,2002.0,9563.0,454449.0,2104.3
354,All Sites Combined,00,60-64,Male,Black or African American,2003.0,10481.0,520990.0,2011.7
355,All Sites Combined,00,60-64,Male,Black or African American,2004.0,11145.0,555039.0,2008.0
356,All Sites Combined,00,60-64,Male,Black or African American,2005.0,11367.0,573080.0,1983.5
357,All Sites Combined,00,60-64,Male,Black or African American,2006.0,11665.0,595512.0,1958.8
358,All Sites Combined,00,60-64,Male,Black or African American,2007.0,12884.0,640748.0,2010.8
359,All Sites Combined,00,60-64,Male,Black or African American,2008.0,13505.0,684132.0,1974.0
360,All Sites Combined,00,60-64,Male,Black or African American,2009.0,14296.0,735452.0,1943.8
361,All Sites Combined,00,60-64,Male,Black or African American,2010.0,14463.0,796019.0,1816.9
362,All Sites Combined,00,60-64,Male,Black or African American,2011.0,14947.0,845362.0,1768.1
363,All Sites Combined,00,65-69,Female,Black or African American,1999.0,5788.0,443965.0,1303.7
364,All Sites Combined,00,65-69,Female,Black or African American,2000.0,5974.0,467926.0,1276.7
365,All Sites Combined,00,65-69,Female,Black or African American,2001.0,5940.0,455789.0,1303.2
366,All Sites Combined,00,65-69,Female,Black or African American,2002.0,6313.0,480296.0,1314.4
367,All Sites Combined,00,65-69,Female,Black or African American,2003.0,7090.0,540631.0,1311.4
368,All Sites Combined,00,65-69,Female,Black or African American,2004.0,7499.0,564536.0,1328.3
369,All Sites Combined,00,65-69,Female,Black or African American,2005.0,7601.0,577297.0,1316.7
370,All Sites Combined,00,65-69,Female,Black or African American,2006.0,7946.0,592001.0,1342.2
371,All Sites Combined,00,65-69,Female,Black or African American,2007.0,8331.0,611113.0,1363.3
372,All Sites Combined,00,65-69,Female,Black or African American,2008.0,8521.0,636882.0,1337.9
373,All Sites Combined,00,65-69,Female,Black or African American,2009.0,9103.0,662149.0,1374.8
374,All Sites Combined,00,65-69,Female,Black or African American,2010.0,9326.0,684060.0,1363.3
375,All Sites Combined,00,65-69,Female,Black or African American,2011.0,9525.0,700942.0,1358.9
376,All Sites Combined,00,65-69,Male,Black or African American,1999.0,9307.0,330034.0,2820.0
377,All Sites Combined,00,65-69,Male,Black or African American,2000.0,9989.0,346358.0,2884.0
378,All Sites Combined,00,65-69,Male,Black or African American,2001.0,9788.0,339315.0,2884.6
379,All Sites Combined,00,65-69,Male,Black or African American,2002.0,9959.0,360576.0,2762.0
380,All Sites Combined,00,65-69,Male,Black or African American,2003.0,11178.0,407945.0,2740.1
381,All Sites Combined,00,65-69,Male,Black or African American,2004.0,11596.0,427949.0,2709.7
382,All Sites Combined,00,65-69,Male,Black or African American,2005.0,11837.0,439024.0,2696.2
383,All Sites Combined,00,65-69,Male,Black or African American,2006.0,11996.0,450406.0,2663.4
384,All Sites Combined,00,65-69,Male,Black or African American,2007.0,12775.0,464596.0,2749.7
385,All Sites Combined,00,65-69,Male,Black or African American,2008.0,13048.0,485246.0,2688.9
386,All Sites Combined,00,65-69,Male,Black or African American,2009.0,13406.0,505725.0,2650.8
387,All Sites Combined,00,65-69,Male,Black or African American,2010.0,13268.0,524533.0,2529.5
388,All Sites Combined,00,65-69,Male,Black or African American,2011.0,13363.0,539796.0,2475.6
389,All Sites Combined,00,70-74,Female,Black or African American,1999.0,5965.0,377156.0,1581.6
390,All Sites Combined,00,70-74,Female,Black or African American,2000.0,6042.0,402014.0,1502.9
391,All Sites Combined,00,70-74,Female,Black or African American,2001.0,5842.0,382755.0,1526.3
392,All Sites Combined,00,70-74,Female,Black or African American,2002.0,6227.0,398022.0,1564.5
393,All Sites Combined,00,70-74,Female,Black or African American,2003.0,6893.0,446670.0,1543.2
394,All Sites Combined,00,70-74,Female,Black or African American,2004.0,6973.0,462599.0,1507.4
395,All Sites Combined,00,70-74,Female,Black or African American,2005.0,7170.0,467996.0,1532.1
396,All Sites Combined,00,70-74,Female,Black or African American,2006.0,7282.0,479835.0,1517.6
397,All Sites Combined,00,70-74,Female,Black or African American,2007.0,7530.0,486725.0,1547.1
398,All Sites Combined,00,70-74,Female,Black or African American,2008.0,7506.0,495256.0,1515.6
399,All Sites Combined,00,70-74,Female,Black or African American,2009.0,7953.0,503540.0,1579.4
400,All Sites Combined,00,70-74,Female,Black or African American,2010.0,8003.0,516215.0,1550.3
401,All Sites Combined,00,70-74,Female,Black or African American,2011.0,8149.0,527357.0,1545.3
402,All Sites Combined,00,70-74,Male,Black or African American,1999.0,8461.0,251209.0,3368.1
403,All Sites Combined,00,70-74,Male,Black or African American,2000.0,9046.0,268580.0,3368.1
404,All Sites Combined,00,70-74,Male,Black or African American,2001.0,8612.0,257378.0,3346.1
405,All Sites Combined,00,70-74,Male,Black or African American,2002.0,8750.0,270200.0,3238.3
406,All Sites Combined,00,70-74,Male,Black or African American,2003.0,9476.0,305331.0,3103.5
407,All Sites Combined,00,70-74,Male,Black or African American,2004.0,9631.0,318213.0,3026.6
408,All Sites Combined,00,70-74,Male,Black or African American,2005.0,9765.0,325171.0,3003.0
409,All Sites Combined,00,70-74,Male,Black or African American,2006.0,10095.0,335191.0,3011.7
410,All Sites Combined,00,70-74,Male,Black or African American,2007.0,10293.0,342484.0,3005.4
411,All Sites Combined,00,70-74,Male,Black or African American,2008.0,10259.0,350302.0,2928.6
412,All Sites Combined,00,70-74,Male,Black or African American,2009.0,10366.0,358132.0,2894.5
413,All Sites Combined,00,70-74,Male,Black or African American,2010.0,10172.0,368277.0,2762.1
414,All Sites Combined,00,70-74,Male,Black or African American,2011.0,10136.0,376129.0,2694.8
415,All Sites Combined,00,75-79,Female,Black or African American,1999.0,5240.0,294801.0,1777.5
416,All Sites Combined,00,75-79,Female,Black or African American,2000.0,5404.0,314208.0,1719.9
417,All Sites Combined,00,75-79,Female,Black or African American,2001.0,5292.0,305778.0,1730.7
418,All Sites Combined,00,75-79,Female,Black or African American,2002.0,5641.0,320071.0,1762.4
419,All Sites Combined,00,75-79,Female,Black or African American,2003.0,6196.0,362162.0,1710.8
420,All Sites Combined,00,75-79,Female,Black or African American,2004.0,6562.0,374017.0,1754.5
421,All Sites Combined,00,75-79,Female,Black or African American,2005.0,6648.0,377096.0,1762.9
422,All Sites Combined,00,75-79,Female,Black or African American,2006.0,6327.0,377234.0,1677.2
423,All Sites Combined,00,75-79,Female,Black or African American,2007.0,6563.0,378478.0,1734.1
424,All Sites Combined,00,75-79,Female,Black or African American,2008.0,6640.0,382373.0,1736.5
425,All Sites Combined,00,75-79,Female,Black or African American,2009.0,6517.0,385738.0,1689.5
426,All Sites Combined,00,75-79,Female,Black or African American,2010.0,6751.0,391864.0,1722.8
427,All Sites Combined,00,75-79,Female,Black or African American,2011.0,6847.0,401606.0,1704.9
428,All Sites Combined,00,75-79,Male,Black or African American,1999.0,6492.0,178183.0,3643.4
429,All Sites Combined,00,75-79,Male,Black or African American,2000.0,6681.0,189587.0,3524.0
430,All Sites Combined,00,75-79,Male,Black or African American,2001.0,6661.0,184184.0,3616.5
431,All Sites Combined,00,75-79,Male,Black or African American,2002.0,6644.0,192605.0,3449.5
432,All Sites Combined,00,75-79,Male,Black or African American,2003.0,7323.0,217116.0,3372.9
433,All Sites Combined,00,75-79,Male,Black or African American,2004.0,7415.0,223941.0,3311.1
434,All Sites Combined,00,75-79,Male,Black or African American,2005.0,7243.0,227630.0,3181.9
435,All Sites Combined,00,75-79,Male,Black or African American,2006.0,7269.0,229226.0,3171.1
436,All Sites Combined,00,75-79,Male,Black or African American,2007.0,7467.0,231799.0,3221.3
437,All Sites Combined,00,75-79,Male,Black or African American,2008.0,7177.0,236253.0,3037.8
438,All Sites Combined,00,75-79,Male,Black or African American,2009.0,7301.0,240178.0,3039.8
439,All Sites Combined,00,75-79,Male,Black or African American,2010.0,7123.0,246897.0,2885.0
440,All Sites Combined,00,75-79,Male,Black or African American,2011.0,6950.0,255221.0,2723.1
441,All Sites Combined,00,80-84,Female,Black or African American,1999.0,3482.0,193303.0,1801.3
442,All Sites Combined,00,80-84,Female,Black or African American,2000.0,3906.0,208856.0,1870.2
443,All Sites Combined,00,80-84,Female,Black or African American,2001.0,3759.0,203923.0,1843.3
444,All Sites Combined,00,80-84,Female,Black or African American,2002.0,4013.0,215465.0,1862.5
445,All Sites Combined,00,80-84,Female,Black or African American,2003.0,4543.0,248365.0,1829.2
446,All Sites Combined,00,80-84,Female,Black or African American,2004.0,4771.0,260441.0,1831.9
447,All Sites Combined,00,80-84,Female,Black or African American,2005.0,4891.0,264211.0,1851.2
448,All Sites Combined,00,80-84,Female,Black or African American,2006.0,5044.0,270865.0,1862.2
449,All Sites Combined,00,80-84,Female,Black or African American,2007.0,5183.0,275592.0,1880.7
450,All Sites Combined,00,80-84,Female,Black or African American,2008.0,5278.0,279505.0,1888.3
451,All Sites Combined,00,80-84,Female,Black or African American,2009.0,5193.0,282112.0,1840.8
452,All Sites Combined,00,80-84,Female,Black or African American,2010.0,5308.0,286959.0,1849.7
453,All Sites Combined,00,80-84,Female,Black or African American,2011.0,5010.0,288201.0,1738.4
454,All Sites Combined,00,80-84,Male,Black or African American,1999.0,3417.0,95510.0,3577.6
455,All Sites Combined,00,80-84,Male,Black or African American,2000.0,3647.0,105174.0,3467.6
456,All Sites Combined,00,80-84,Male,Black or African American,2001.0,3713.0,103800.0,3577.1
457,All Sites Combined,00,80-84,Male,Black or African American,2002.0,3910.0,110654.0,3533.5
458,All Sites Combined,00,80-84,Male,Black or African American,2003.0,4454.0,128220.0,3473.7
459,All Sites Combined,00,80-84,Male,Black or African American,2004.0,4606.0,134816.0,3416.5
460,All Sites Combined,00,80-84,Male,Black or African American,2005.0,4678.0,137239.0,3408.7
461,All Sites Combined,00,80-84,Male,Black or African American,2006.0,4533.0,140920.0,3216.7
462,All Sites Combined,00,80-84,Male,Black or African American,2007.0,4571.0,143608.0,3183.0
463,All Sites Combined,00,80-84,Male,Black or African American,2008.0,4613.0,145908.0,3161.6
464,All Sites Combined,00,80-84,Male,Black or African American,2009.0,4433.0,147980.0,2995.7
465,All Sites Combined,00,80-84,Male,Black or African American,2010.0,4233.0,152134.0,2782.4
466,All Sites Combined,00,80-84,Male,Black or African American,2011.0,4092.0,154155.0,2654.5
467,All Sites Combined,00,85+,Female,Black or African American,1999.0,3412.0,187844.0,1816.4
468,All Sites Combined,00,85+,Female,Black or African American,2000.0,3748.0,203937.0,1837.8
469,All Sites Combined,00,85+,Female,Black or African American,2001.0,3690.0,193891.0,1903.1
470,All Sites Combined,00,85+,Female,Black or African American,2002.0,3809.0,197324.0,1930.3
471,All Sites Combined,00,85+,Female,Black or African American,2003.0,4344.0,223778.0,1941.2
472,All Sites Combined,00,85+,Female,Black or African American,2004.0,4317.0,232605.0,1855.9
473,All Sites Combined,00,85+,Female,Black or African American,2005.0,4632.0,239827.0,1931.4
474,All Sites Combined,00,85+,Female,Black or African American,2006.0,4558.0,246500.0,1849.1
475,All Sites Combined,00,85+,Female,Black or African American,2007.0,4624.0,254734.0,1815.2
476,All Sites Combined,00,85+,Female,Black or African American,2008.0,5001.0,263829.0,1895.5
477,All Sites Combined,00,85+,Female,Black or African American,2009.0,4935.0,273838.0,1802.2
478,All Sites Combined,00,85+,Female,Black or African American,2010.0,5092.0,285729.0,1782.1
479,All Sites Combined,00,85+,Female,Black or African American,2011.0,5006.0,295662.0,1693.1
480,All Sites Combined,00,85+,Male,Black or African American,1999.0,2431.0,68819.0,3532.5
481,All Sites Combined,00,85+,Male,Black or African American,2000.0,2551.0,74569.0,3421.0
482,All Sites Combined,00,85+,Male,Black or African American,2001.0,2499.0,70497.0,3544.8
483,All Sites Combined,00,85+,Male,Black or African American,2002.0,2565.0,70836.0,3621.0
484,All Sites Combined,00,85+,Male,Black or African American,2003.0,2841.0,81006.0,3507.1
485,All Sites Combined,00,85+,Male,Black or African American,2004.0,2938.0,84728.0,3467.6
486,All Sites Combined,00,85+,Male,Black or African American,2005.0,2930.0,88331.0,3317.1
