"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"All Cancer Sites Combined"	"0"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	101	204361	49.4
	"All Cancer Sites Combined"	"0"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	131	207936	63.0
	"All Cancer Sites Combined"	"0"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	112	209625	53.4
	"All Cancer Sites Combined"	"0"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	122	209790	58.2
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	366	177293	206.4
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	390	181833	214.5
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	390	186102	209.6
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	459	190550	240.9
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	448	196439	228.1
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	455	202020	225.2
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	466	204908	227.4
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	483	207961	232.3
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	488	210834	231.5
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	476	213833	222.6
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	536	217822	246.1
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	531	225189	235.8
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	561	233133	240.6
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	161	157555	102.2
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	147	161655	90.9
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	163	165905	98.2
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	155	170306	91.0
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	158	175205	90.2
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	175	179649	97.4
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	168	181865	92.4
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	202	184820	109.3
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	205	185902	110.3
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	185	187346	98.7
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	160	190173	84.1
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	176	196142	89.7
	"All Cancer Sites Combined"	"0"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	180	202150	89.0
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	537	158785	338.2
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	524	165077	317.4
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	585	173204	337.8
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	625	180637	346.0
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	633	187004	338.5
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	686	191705	357.8
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	670	197367	339.5
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	710	201120	353.0
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	735	205134	358.3
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	705	210976	334.2
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	759	216838	350.0
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	773	219501	352.2
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	754	222090	339.5
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	235	138004	170.3
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	217	143633	151.1
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	238	150398	158.2
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	244	156347	156.1
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	287	162194	176.9
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	288	166764	172.7
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	270	171881	157.1
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	315	175288	179.7
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	304	179426	169.4
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	305	184221	165.6
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	310	188923	164.1
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	286	191315	149.5
	"All Cancer Sites Combined"	"0"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	308	193721	159.0
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	575	126057	456.1
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	629	137409	457.8
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	613	148628	412.4
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	703	156562	449.0
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	700	164404	425.8
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	746	171314	435.5
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	807	177475	454.7
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	805	185718	433.5
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	872	192672	452.6
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	929	199102	466.6
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	914	204127	447.8
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	998	209842	475.6
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	979	211856	462.1
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	298	110628	269.4
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	313	119344	262.3
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	384	128279	299.3
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	389	134699	288.8
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	404	140759	287.0
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	471	146350	321.8
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	465	151481	307.0
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	431	157754	273.2
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	552	163279	338.1
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	517	169206	305.5
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	536	173659	308.7
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	512	178993	286.0
	"All Cancer Sites Combined"	"0"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	518	181703	285.1
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	485	88020	551.0
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	535	93516	572.1
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	572	99656	574.0
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	661	109185	605.4
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	671	120620	556.3
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	708	132427	534.6
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	849	145918	581.8
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	799	156881	509.3
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	885	164539	537.9
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	996	172317	578.0
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	1013	179319	564.9
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	990	185549	533.6
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	1026	193369	530.6
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	393	77120	509.6
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	455	81663	557.2
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	481	86399	556.7
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	505	94122	536.5
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	509	103324	492.6
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	634	112464	563.7
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	589	123149	478.3
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	683	131515	519.3
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	665	137545	483.5
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	742	143185	518.2
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	750	148550	504.9
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	734	153605	477.8
	"All Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	789	160159	492.6
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	509	75330	675.7
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	537	78417	684.8
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	566	82063	689.7
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	578	86040	671.8
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	543	89814	604.6
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	635	94945	668.8
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	694	100097	693.3
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	670	105927	632.5
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	808	115343	700.5
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	935	126776	737.5
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	867	138712	625.0
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	1033	151964	679.8
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	1101	162841	676.1
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	514	62817	818.2
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	573	66246	865.0
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	634	69757	908.9
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	645	73361	879.2
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	672	76497	878.5
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	667	80261	831.0
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	663	84109	788.3
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	683	88707	770.0
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	753	96051	784.0
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	826	105192	785.2
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	949	114319	830.1
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	1028	124922	822.9
	"All Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	1026	132681	773.3
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	528	68410	771.8
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	623	69716	893.6
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	639	72197	885.1
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	684	75196	909.6
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	629	77593	810.6
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	708	79750	887.8
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	698	83168	839.3
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	681	86193	790.1
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	785	89990	872.3
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	857	93624	915.4
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	869	98971	878.0
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	900	104303	862.9
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	928	109850	844.8
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	676	51877	1303.1
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	661	53510	1235.3
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	800	56109	1425.8
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	882	58999	1494.9
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	861	61759	1394.1
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	909	64747	1403.9
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	899	68245	1317.3
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	901	71143	1266.5
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	1033	74339	1389.6
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	1021	77497	1317.5
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	988	81358	1214.4
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	1079	85188	1266.6
	"All Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	1089	89731	1213.6
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	602	57699	1043.3
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	564	60402	933.7
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	676	62472	1082.1
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	670	64206	1043.5
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	685	66530	1029.6
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	703	68574	1025.2
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	728	70516	1032.4
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	764	72648	1051.6
	"All Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	768	75476	1017.5
